story_id	segment_id	token_index	token_lerch	token_zazaki	morpheme_index	morpheme_surface_lerch	morpheme_normalized	lemma	gloss	pos	features	confidence	evidence	notes
Das Märchen von den drei Brüdern	tb01_l01	0	D̮aíkí	Cayki	0	D̮aíkí	Cayki	daiki	once upon a time			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l05	7	hī́rye	hiryê	0	hī́rye	hiryê	hirye	three			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l05	8	hé̱me	hemê	0	hé̱me	hemê	heme	all			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l05	9	we̱rísti	weristi	0	we̱rísti	weristi	weristi	got up			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l05	10	ši,	şi	0	ši	şi	si	went			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l05	11	ve̱-	ve	0	ve̱	ve	ve	out			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l06	0	d̮iaí	cyay	0	d̮iaí	cyay	diai	went out			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l06	1	sé̱ri	seri	0	sé̱ri	seri	seri	on			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l06	2	yau	yaw	0	yau	yaw	yau	one			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l06	3	koi,	koy	0	koi	koy	koi	mountain			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l06	4	auńaí	awnyay	0	auńaí	awnyay	aunai	saw			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l06	5	yau	yaw	0	yau	yaw	yau	one			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l06	6	deíšte,	dêyştê	0	deíšte	dêyştê	deiste	field			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l06	7	asén’i	asêni	0	asén’i	asêni	aseni	appeared			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l06	8	pī́ru	piru	0	pī́ru	piru	piru	full			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l06	9	γaléa.	ğalêa	0	γaléa	ğalêa	galea				unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l06	10	Hʿasanéki	'Hasanêki	0	Hʿasanéki	'Hasanêki	hasaneki	Hasanek			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l07	0	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l07	1	berār	bêrar	0	berār	bêrar	berar	brothers			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l07	2	yéni:	yêni	0	yéni	yêni	yeni	his			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l07	3	wārzi,	warzi	0	wārzi	warzi	warzi	get up			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l07	4	mā	ma	0	mā	ma	ma	we			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l07	5	šyéri	şyêri	0	šyéri	şyêri	syeri	go			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l07	6	yaleí	yalêy	0	yaleí	yalêy	yalei	wheat			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l07	7	én’a	êna	0	én’a	êna	ena	this			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l07	8	deíšte	dêyştê	0	deíšte	dêyştê	deiste	field			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l07	9	bitíni,	bitini	0	bitíni	bitini	bitini	cut			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l07	10	helbét	hêlbêt	0	helbét	hêlbêt	helbet	perhaps			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l08	0	wayéri	wayêri	0	wayéri	wayêri	wayeri	owner			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l08	1	én’ie	ênyê	0	én’ie	ênyê	enie	these			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l08	2	yalí	yali	0	yalí	yali	yali	wheat			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l08	3	éstu,	êstu	0	éstu	êstu	estu	there is			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l08	4	māri	mari	0	māri	mari	mari	to us			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l08	5	yau	yaw	0	yau	yaw	yau	one			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l08	6	haúle	hawlê	0	haúle	hawlê	haule	reward			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l08	7	bikeru.	bikêru	0	bikeru	bikêru	bikeru	do			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l08	8	Én’ie	Ênyê	0	Én’ie	Ênyê	enie	these			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l08	9	beraí	bêray	0	beraí	bêray	berai	brother			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l08	10	we-	wê	0	we	wê	we	up			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l09	0	rísti	risti	0	rísti	risti	risti	got up			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l09	1	ši̥,	şı	0	ši̥	şı	si	went			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l09	2	neyaí	nêyay	0	neyaí	nêyay	neyai	bent down			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l09	3	yaléa,	yalêa	0	yaléa	yalêa	yalea	wheat			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l09	4	yalé	yalê	0	yalé	yalê	yale	wheat			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l09	5	t̮í̥na	çına	0	t̮í̥na	çına	tina	cuts			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l09	6	di	di	0	di	di	di	saw			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb01_l09	7	rṓd̮i.	roci	0	rṓd̮i	roci	rodi	days			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l01	0	Hʿasanék	'Hasanêk	0	Hʿasanék	'Hasanêk	hasanek	Hasanek			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l01	1	auná	awna	0	auná	awna	auna	saw			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l01	2	yau	yaw	0	yau	yaw	yau	one			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l01	3	dumá.	duma	0	dumá	duma	duma	behind			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l01	4	Au	Aw	0	Au	Aw	au	that			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l01	5	dumá	duma	0	dumá	duma	duma	behind			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l01	6	dau	daw	0	dau	daw	dau	dev			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l01	7	bū.	bu	0	bū	bu	bu	be			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l01	8	Ved̮aú	Vêcaw	0	Ved̮aú	Vêcaw	vedau	came out			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l01	9	aúdara,	awdara	0	aúdara	awdara	audara	out			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	0	veín	vêyn	0	veín	vêyn	vein	shout			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	1	dā,	da	0	dā	da	da	gave			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	2	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	3	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	4	šúma	şuma	0	šúma	şuma	suma	you.PL			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	5	qā́mi,	qami	0	qā́mi	qami	qami	who			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	6	šúma	şuma	0	šúma	şuma	suma	you.PL			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	7	qaúwi	qawi	0	qaúwi	qawi	qauwi	why			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	8	yalé	yalê	0	yalé	yalê	yale	wheat			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	9	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	10	t̮i̥nén’i,	çınêni	0	t̮i̥nén’i	çınêni	tineni	you cut			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	11	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l02	12	ne-	nê	0	ne	nê	ne	now			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l03	0	kaí	kay	0	kaí	kay	kai	now			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l03	1	ameíya,	amêya	0	ameíya	amêya	ameiya	I have come			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l03	2	sé̱rei	serêy	0	sé̱rei	serêy	serei	head			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l03	3	šṳ́ma	şüma	0	šṳ́ma	şüma	suma	you.PL			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l03	4	hī́rye	hiryê	0	hī́rye	hiryê	hirye	three			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l03	5	hé̱mine	heminê	0	hé̱mine	heminê	hemine	all			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l03	6	wén’a.	wêna	0	w	w	wena	cut			low	Muller 1865, ZGP-0356 present -ena/-ana material.	Stem is short in this segmentation; keep under review.
Das Märchen von den drei Brüdern	tb02_l03	6	wén’a.	wêna	1	én’a	ena	-ena	PRS.1SG	suffix	tense_aspect=present;person=1;number=singular	medium	Muller 1865, ZGP-0356 present -ena/-ana material.
Das Märchen von den drei Brüdern	tb02_l03	7	Hʿasanéki	'Hasanêki	0	Hʿasanéki	'Hasanêki	hasaneki	Hasanek			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l03	8	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l03	9	berár	bêrar	0	berár	bêrar	berar	brothers			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l04	0	yéni:	yêni	0	yéni	yêni	yeni	his			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l04	1	mé̱tersi,	metêrsi	0	mé̱	me	me-	NEG.IMP	prefix	polarity=negative;mood=imperative	high	Muller 1865, ZGP-0362 negative imperative me- prefix.
Das Märchen von den drei Brüdern	tb02_l04	1	mé̱tersi,	metêrsi	1	tersi	têrsi	tersi	fear			high	Muller 1865, ZGP-0362 negative imperative me- prefix.
Das Märchen von den drei Brüdern	tb02_l04	2	awé̱	awe	0	awé̱	awe	awe	that			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l04	3	ke	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l04	4	é̱stu	estu	0	é̱stu	estu	estu	there is			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l04	5	awé̱	awe	0	awé̱	awe	awe	that			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l04	6	d́au,	dyaw	0	d́au	dyaw	dau	dev			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l04	7	yén’u	yênu	0	yén’u	yênu	yenu	comes			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l04	8	mā	ma	0	mā	ma	ma	we			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l04	9	h̔ēt,	'hêt	0	h̔ēt	'hêt	het	side			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l04	10	mā́ra	mara	0	mā́	ma	ma	us			medium	Contextual ra split; function checked against project ra conventions.
Das Märchen von den drei Brüdern	tb02_l04	10	mā́ra	mara	1	ra	ra	ra	RECIP	postposition	case_or_relation=contextual	medium	Muller 1865, ZGP-0336; project glossing_conventions.tsv keeps ra contextual.
Das Märchen von den drei Brüdern	tb02_l04	11	vā́nu:	vanu	0	vā́nu	vanu	vanu	says			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l05	0	šṳ́ma	şüma	0	šṳ́ma	şüma	suma	you.PL			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l05	1	qaúwi	qawi	0	qaúwi	qawi	qauwi	why			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l05	2	ḗ̱n’oe	enoê	0	ḗ̱n’oe	enoê	enoe	this			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l05	3	γalé	ğalê	0	γalé	ğalê	gale				unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l05	4	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l05	5	t̮i̥nén’i,	çınêni	0	t̮i̥nén’i	çınêni	tineni	you cut			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l05	6	šṳ́ma	şüma	0	šṳ́ma	şüma	suma	you.PL			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l05	7	t̮au	çaw	0	t̮au	çaw	tau	no one			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l05	8	vḗ̱ngi	vengi	0	vḗ̱ngi	vengi	vengi	voice			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l05	9	χóe	xoê	0	χóe	xoê	xoe	own			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l05	10	mé̱kiri,	mekiri	0	mé̱kiri	mekiri	mekiri	do not make			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	0	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	1	d̮e̱bā́be	cebabê	0	d̮e̱bā́be	cebabê	debabe	answer			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	2	d́é̱wi	dyewi	0	d́é̱wi	dyewi	dewi	of the dev			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	3	dā́na.	dana	0	dā́na	dana	dana	I give			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	4	Γalé	Ğalê	0	Γalé	Ğalê	gale				unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	5	t̮ína,	çina	0	t̮ína	çina	tina	cuts			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	6	auńaí	awnyay	0	auńaí	awnyay	aunai	saw			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	7	ke	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	8	d́au	dyaw	0	d́au	dyaw	dau	dev			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	9	amé̱,	ame	0	amé̱	ame	ame	came			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	10	d́é̱wi	dyewi	0	d́é̱wi	dyewi	dewi	of the dev			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	11	vā:	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l06	12	šṳ́-	şü	0	šṳ́	şü	su	shepherds-			unsplit	Current word-level token gloss; no confident internal split applied.
Das Märchen von den drei Brüdern	tb02_l07	0	ma	ma	0	ma	ma	ma	we			unsplit	Current word-level token gloss; no confident internal split applied.
