story_id	segment_id	token_index	token_lerch	token_zazaki	morpheme_index	morpheme_surface_lerch	morpheme_normalized	lemma	gloss	pos	features	confidence	evidence	notes
Sage vom Vogel go'in	g01_l01	0	Zemā́ne	Zêmanê	0	Zemā́ne	Zêmanê	zemane	time			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l03	7	yén’a,	yêna	0	yén’a	yêna	yena	I come			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	0	e̱k	ek	0	e̱k	ek	ek	that			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	1	beraí	bêray	0	beraí	bêray	berai	brother			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	2	χoe	xoê	0	χoe	xoê	xoe	own			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	3	t̮í̥nu	çınu	0	t̮í̥nu	çınu	tinu	is not			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	4	persén’a	pêrsêna	0	persén’a	pêrsêna	persena	asks			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	5	d̮éniai	cênyay	0	d̮éniai	cênyay	deniai	woman			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	6	baúki	bawki	0	baúki	bawki	bauki	father			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	7	χóe,	xoê	0	χóe	xoê	xoe	own			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	8	vā́na	vana	0	vā́na	vana	vana	says			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	9	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	10	beraí	bêray	0	beraí	bêray	berai	brother			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l04	11	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l05	0	t̮au?	çaw	0	t̮au	çaw	tau	no one			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l05	1	D̮é̱ńeke	Cenyêkê	0	D̮é̱ńeke	Cenyêkê	deneke	woman			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l05	2	keínekra	kêynêkra	0	keínek	kêynêk	keinek	girl			medium	Contextual ra split; function checked against project ra conventions.
Sage vom Vogel go'in	g02_l05	2	keínekra	kêynêkra	1	ra	ra	ra	RECIP	postposition	case_or_relation=contextual	medium	Muller 1865, ZGP-0336; project glossing_conventions.tsv keeps ra contextual.
Sage vom Vogel go'in	g02_l05	3	vā́na	vana	0	vā́na	vana	vana	says			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l05	4	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l05	5	beraí	bêray	0	beraí	bêray	berai	brother			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l05	6	túe	twê	0	túe	twê	tue	your			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l05	7	šyu	şyu	0	šyu	şyu	syu	went			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l05	8	kei	kêy	0	kei	kêy	kei	house			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l05	9	h̔ā́lāne	'halanê	0	h̔ā́lāne	'halanê	halane	uncles'			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l05	10	χóe.	xoê	0	χóe	xoê	xoe	own			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l06	0	Keínek	Kêynêk	0	Keínek	Kêynêk	keinek	girl			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l06	1	aya	aya	0	aya	aya	aya	that			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l06	2	šu	şu	0	šu	şu	su	went			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l06	3	rā	ra	0	rā	ra	ra	to			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l06	4	kuén’a,	kwêna	0	kuén’a	kwêna	kuena	lay down			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l06	5	h̔āu	'haw	0	h̔āu	'haw	hau	dream			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l06	6	vyenén’a,	vyênêna	0	vyenén’a	vyênêna	vyenena	sees			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l06	7	e̱k	ek	0	e̱k	ek	ek	that			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l06	8	beraí	bêray	0	beraí	bêray	berai	brother			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l06	9	χóe	xoê	0	χóe	xoê	xoe	own			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l06	10	kíštu,	kiştu	0	kíštu	kiştu	kistu	killed			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l07	0	eíštu	êyştu	0	eíštu	êyştu	eistu	threw			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l07	1	zeindā́ṅ.	zêyndang	0	zeindā́ṅ	zêyndang	zeindan	pit			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l07	2	Sebáh	Sêbah	0	Sebáh	Sêbah	sebah	morning			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l07	3	wardén’a,	wardêna	0	wardén’a	wardêna	wardena	gets up			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l07	4	bāúki	bawki	0	bāúki	bawki	bauki	father			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l07	5	χóera	xoêra	0	χóe	xoê	xoe	self/own			high	Muller 1865, ZGP-0336; function chosen with project ra conventions.
Sage vom Vogel go'in	g02_l07	5	χóera	xoêra	1	ra	ra	ra	REFL/RECIP	postposition	relation=reflexive_or_recipient	high	Muller 1865, ZGP-0336; function chosen with project ra conventions.
Sage vom Vogel go'in	g02_l07	6	vā́na:	vana	0	vā́na	vana	vana	says			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l07	7	bau,	baw	0	bau	baw	bau	father			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l07	8	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l07	9	é̱m-	em	0	é̱m	em	em	this			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	0	šoe	şoê	0	šoe	şoê	soe	night			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	1	yau	yaw	0	yau	yaw	yau	one			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	2	h̔au	'haw	0	h̔au	'haw	hau	dream			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	3	dī,	di	0	dī	di	di	saw			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	4	é̱k’e	ekê	0	é̱k’e	ekê	eke	if			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	5	d̮éniai	cênyay	0	d̮éniai	cênyay	deniai	woman			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	6	túe	twê	0	túe	twê	tue	your			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	7	beraí	bêray	0	beraí	bêray	berai	brother			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	8	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	9	kíštu,	kiştu	0	kíštu	kiştu	kistu	killed			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	10	eíštu	êyştu	0	eíštu	êyştu	eistu	threw			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l08	11	zeindā́ṅ.	zêyndang	0	zeindā́ṅ	zêyndang	zeindan	pit			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l09	0	Baúki	Bawki	0	Baúki	Bawki	bauki	father			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l09	1	keíneke	kêynêkê	0	keíneke	kêynêkê	keineke	the girl			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l09	2	χóera	xoêra	0	χóe	xoê	xoe	self/own			high	Muller 1865, ZGP-0336; function chosen with project ra conventions.
Sage vom Vogel go'in	g02_l09	2	χóera	xoêra	1	ra	ra	ra	REFL/RECIP	postposition	relation=reflexive_or_recipient	high	Muller 1865, ZGP-0336; function chosen with project ra conventions.
Sage vom Vogel go'in	g02_l09	3	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l09	4	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l09	5	h̔eir	'hêyr	0	h̔eir	'hêyr	heir	no			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l09	6	bu,	bu	0	bu	bu	bu	be			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l09	7	sḗ̱n’ie	senyê	0	sḗ̱n’ie	senyê	senie	why			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l09	8	berāí	bêray	0	berāí	bêray	berai	brother			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l09	9	túe	twê	0	túe	twê	tue	your			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l09	10	kīšén’u?	kişênu	0	kiš	kiş	kist	kill			high	Muller 1865, ZGP-0356 present -ena/-ana material.
Sage vom Vogel go'in	g02_l09	10	kīšén’u?	kişênu	1	én’u	enu	-ena	PRS/FUT.3SG	suffix	tense_aspect=present_or_future;person=3;number=singular	medium	Muller 1865, ZGP-0356 present -ena/-ana material.
Sage vom Vogel go'in	g02_l10	0	Keínek	Kêynêk	0	Keínek	Kêynêk	keinek	girl			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l10	1	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l10	2	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l10	3	bau,	baw	0	bau	baw	bau	father			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l10	4	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l10	5	h̔āúni	'hawni	0	h̔āúni	'hawni	hauni	dream			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l10	6	χóede	xoêdê	0	χóe	xoê	xoe	own			high	Muller 1865, ZGP-0340 locative -de/-di.
Sage vom Vogel go'in	g02_l10	6	χóede	xoêdê	1	de	dê	de	LOC/TEMP	case	case=locative_or_temporal	high	Muller 1865, ZGP-0340 locative -de/-di.
Sage vom Vogel go'in	g02_l10	7	d́ī,	dyi	0	d́ī	dyi	di	saw			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l10	8	beraí	bêray	0	beraí	bêray	berai	brother			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l10	9	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l10	10	kíštu,	kiştu	0	kíštu	kiştu	kistu	killed			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l10	11	eíštu	êyştu	0	eíštu	êyştu	eistu	threw			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l11	0	zeindā́ṅ,	zêyndang	0	zeindā́ṅ	zêyndang	zeindan	pit			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l11	1	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l11	2	h̔ā	'ha	0	h̔ā	'ha	ha	here			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l11	3	warzén’a,	warzêna	0	warzén’a	warzêna	warzena	I get up			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l11	4	šuén’a	şwêna	0	šuén’a	şwêna	suena	goes			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l11	5	gōlekā́ṅde,	golêkangdê	0	gōlekā́ṅde	golêkangdê	golekande	among the cattle			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l11	6	yérei	yêrêy	0	yérei	yêrêy	yerei	afternoon			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l11	7	yén’a	yêna	0	yén’a	yêna	yena	I come			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l11	8	keíye,	kêyê	0	keíye	kêyê	keiye	house			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	0	é̱k’e	ekê	0	é̱k’e	ekê	eke	if			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	1	beraí	bêray	0	beraí	bêray	berai	brother			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	2	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	3	āmaú,	amaw	0	āmaú	amaw	amau	come			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	4	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	5	zā́na	zana	0	zā́na	zana	zana	I know			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	6	wé̱šu,	weşu	0	wé̱šu	weşu	wesu	well			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	7	h̔eirke	'hêyrkê	0	h̔eirke	'hêyrkê	heirke	but if			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	8	beraí	bêray	0	beraí	bêray	berai	brother			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	9	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	10	ńāmaú	nyamaw	0	ńāmaú	nyamaw	namau	did not come			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l12	11	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l13	0	h̔én’i	'hêni	0	h̔én’i	'hêni	heni	again			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l13	1	túeri	twêri	0	túe	twê	tue	2SG.OBL			high	Muller 1865, ZGP-0337-ZGP-0339 ri/ru/-i object or goal material.
Sage vom Vogel go'in	g02_l13	1	túeri	twêri	1	ri	ri	ri	GOAL/RECIP	case/postposition	relation=goal_or_recipient	high	Muller 1865, ZGP-0337-ZGP-0339 ri/ru/-i object or goal material.
Sage vom Vogel go'in	g02_l13	2	gōlekā́ṅde	golêkangdê	0	gōlekā́ṅde	golêkangdê	golekande	among the cattle			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l13	3	ńešuén’a,	nyêşwêna	0	ńešuén’a	nyêşwêna	nesuena	I will not go			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l13	4	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l13	5	e̱tía	etya	0	e̱tía	etya	etia	here			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l13	6	ńevendén’a.	nyêvêndêna	0	ńevendén’a	nyêvêndêna	nevendena	I will not stay			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l14	0	Baúki	Bawki	0	Baúki	Bawki	bauki	father			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l14	1	keíneke	kêynêkê	0	keíneke	kêynêkê	keineke	the girl			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l14	2	χóera	xoêra	0	χóe	xoê	xoe	self/own			high	Muller 1865, ZGP-0336; function chosen with project ra conventions.
Sage vom Vogel go'in	g02_l14	2	χóera	xoêra	1	ra	ra	ra	REFL/RECIP	postposition	relation=reflexive_or_recipient	high	Muller 1865, ZGP-0336; function chosen with project ra conventions.
Sage vom Vogel go'in	g02_l14	3	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l14	4	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l14	5	eírue	êyrwê	0	eírue	êyrwê	eirue	today			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l14	6	ti̥	tı	0	ti̥	tı	ti	you			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l14	7	šúe	şwê	0	šúe	şwê	sue	go			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l14	8	gōlikā́ṅde,	golikangdê	0	gōlikā́ṅde	golikangdê	golikande	among the cattle			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l14	9	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g02_l14	10	ge-	gê	0	ge	gê	ge	go			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	0	rén’a,	rêna	0	rén’a	rêna	rena	I search			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	1	é̱k’e	ekê	0	é̱k’e	ekê	eke	if			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	2	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	3	beraí	bêray	0	beraí	bêray	berai	brother			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	4	túe	twê	0	túe	twê	tue	your			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	5	dī,	di	0	dī	di	di	find			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	6	bi̥zā́ne	bızanê	0	bi̥zā́ne	bızanê	bizane	know			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	7	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	8	e̱k	ek	0	e̱k	ek	ek	that			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	9	d̮éniai	cênyay	0	d̮éniai	cênyay	deniai	woman			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	10	me	mê	0	me	mê	me	my			unsplit	Current word-level token gloss; no confident internal split applied.
Sage vom Vogel go'in	g03_l01	11	ši̥máde	şımadê	0	ši̥máde	şımadê	simade	you			unsplit	Current word-level token gloss; no confident internal split applied.
