story_id	segment_id	token_index	token_lerch	token_zazaki	morpheme_index	morpheme_surface_lerch	morpheme_normalized	lemma	gloss	pos	features	confidence	evidence	notes
Mährchen von dem Müller und Fuchs	mf01_l01	0	D̮aíki	Cayki	0	D̮aíki	Cayki	daiki	once			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l03	3	lú’e	luê	0	lú’e	luê	lue	fox			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l03	4	be̱rmaí.	bermay	0	be̱rmaí	bermay	bermai	cried			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l03	5	Lú’e	Luê	0	Lú’e	Luê	lue	fox			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l03	6	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l03	7	ke	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l03	8	ārewāṅt̮íra:	arêwangçira	0	ārewāṅt̮í	arêwangçi	arewanti	miller			medium	Contextual ra split; function checked against project ra conventions.
Mährchen von dem Müller und Fuchs	mf02_l03	8	ārewāṅt̮íra:	arêwangçira	1	ra	ra	ra	RECIP	postposition	case_or_relation=contextual	medium	Muller 1865, ZGP-0336; project glossing_conventions.tsv keeps ra contextual.
Mährchen von dem Müller und Fuchs	mf02_l03	9	te	tê	0	te	tê	te	you			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l03	10	me	mê	0	me	mê	me	me			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l04	0	ve̱rā́	vera	0	ve̱rā́	vera	vera	for			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l04	1	de,	dê	0	de	dê	de	in			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l04	2	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l04	3	túeri	twêri	0	túe	twê	tue	2SG.OBL			high	Muller 1865, ZGP-0337-ZGP-0339 ri/ru/-i object or goal material.
Mährchen von dem Müller und Fuchs	mf02_l04	3	túeri	twêri	1	ri	ri	ri	GOAL/RECIP	case/postposition	relation=goal_or_recipient	high	Muller 1865, ZGP-0337-ZGP-0339 ri/ru/-i object or goal material.
Mährchen von dem Müller und Fuchs	mf02_l04	4	keínai	kêynay	0	keínai	kêynay	keinai	daughter			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l04	5	pašáde	paşadê	0	pašáde	paşadê	pasade	of the pasha			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l04	6	Mí̥sri	Mısri	0	Mí̥sri	Mısri	misri	Egypt			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l04	7	wazén’a.	wazêna	0	wazén’a	wazêna	wazena	I will ask for			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l04	8	Ārewāṅt̮í	Arêwangçi	0	Ārewāṅt̮í	Arêwangçi	arewanti	miller			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l04	9	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l05	0	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l05	1	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l05	2	yau	yaw	0	yau	yaw	yau	one			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l05	3	me̱rdṳ́mu	merdümu	0	me̱rdṳ́m	merdûm	merdum	man/person			high	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.
Mährchen von dem Müller und Fuchs	mf02_l05	3	me̱rdṳ́mu	merdümu	1	u	û	-u	OBL/EZ	case/linker	relation=oblique_or_ezafe	medium	Muller 1865, ZGP-0335 genitive/izafet vowels; split kept contextual.
Mährchen von dem Müller und Fuchs	mf02_l05	4	ārewāṅt̮ía,	arêwangçya	0	ārewāṅt̮ía	arêwangçya	arewantia	miller			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l05	5	ti̥	tı	0	ti̥	tı	ti	you			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l05	6	méri	mêri	0	méri	mêri	meri	to me			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l05	7	t̮itaí	çitay	0	t̮itaí	çitay	titai	how			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l05	8	keínai	kêynay	0	keínai	kêynay	keinai	daughter			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l05	9	pašáde	paşadê	0	pašáde	paşadê	pasade	of the pasha			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l06	0	Mí̥sri	Mısri	0	Mí̥sri	Mısri	misri	Egypt			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l06	1	wazén’i?	wazêni	0	wazén’i	wazêni	wazeni	you will ask for			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l06	2	Lú’e	Luê	0	Lú’e	Luê	lue	fox			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l06	3	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l06	4	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l06	5	ti̥	tı	0	ti̥	tı	ti	you			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l06	6	me	mê	0	me	mê	me	me			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l06	7	mékše,	mêkşê	0	mékše	mêkşê	mekse	do not kill			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l06	8	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l06	9	túeri	twêri	0	túe	twê	tue	2SG.OBL			high	Muller 1865, ZGP-0337-ZGP-0339 ri/ru/-i object or goal material.
Mährchen von dem Müller und Fuchs	mf02_l06	9	túeri	twêri	1	ri	ri	ri	GOAL/RECIP	case/postposition	relation=goal_or_recipient	high	Muller 1865, ZGP-0337-ZGP-0339 ri/ru/-i object or goal material.
Mährchen von dem Müller und Fuchs	mf02_l06	10	wazén’a,	wazêna	0	wazén’a	wazêna	wazena	I will ask for			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l07	0	é̱ḱe	ekê	0	é̱ḱe	ekê	eke	if			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l07	1	me	mê	0	me	mê	me	me			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l07	2	ńewaište	nyêwayştê	0	ńewaište	nyêwayştê	newaiste	if I do not ask			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l07	3	keínai	kêynay	0	keínai	kêynay	keinai	daughter			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l07	4	pašáde	paşadê	0	pašáde	paşadê	pasade	of the pasha			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l07	5	Mi̥sri,	Mısri	0	Mi̥sri	Mısri	misri	Egypt			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l07	6	ti̥	tı	0	ti̥	tı	ti	you			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l07	7	me	mê	0	me	mê	me	me			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l07	8	ve̱rá	vera	0	ve̱rá	vera	vera	for			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l07	9	de.	dê	0	de	dê	de	in			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l07	10	Ārewāṅt̮í	Arêwangçi	0	Ārewāṅt̮í	Arêwangçi	arewanti	miller			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l08	0	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l08	1	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l08	2	ti̥	tı	0	ti̥	tı	ti	you			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l08	3	méri	mêri	0	méri	mêri	meri	to me			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l08	4	suáṅd	swangd	0	suáṅd	swangd	suand	oath			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l08	5	buáne.	bwanê	0	buáne	bwanê	buane	give			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l08	6	Lú’e	Luê	0	Lú’e	Luê	lue	fox			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l08	7	ārewāṅt̮íri	arêwangçiri	0	ārewāṅt̮íri	arêwangçiri	arewantiri	to the miller			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l08	8	suáṅd	swangd	0	suáṅd	swangd	suand	oath			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l08	9	we̱nd,	wend	0	we̱nd	wend	wend	swore			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l08	10	āre-	arê	0	āre	arê	are	miller			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l09	0	wāṅt̮í	wangçi	0	wāṅt̮í	wangçi	wanti	miller			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l09	1	lú’e	luê	0	lú’e	luê	lue	fox			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l09	2	ve̱rā́	vera	0	ve̱rā́	vera	vera	for			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l09	3	dai.	day	0	dai	day	dai	struck			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l10	0	Lú’e	Luê	0	Lú’e	Luê	lue	fox			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l10	1	we̱ríšte,	weriştê	0	we̱ríšte	weriştê	weriste	got up			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l10	2	šíe	şyê	0	šíe	şyê	sie	went			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l10	3	Mi̥sr,	Mısr	0	Mi̥sr	Mısr	misr	Egypt			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l10	4	šī	şi	0	šī	şi	si	went			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l10	5	pašai	paşay	0	pašai	paşay	pasai	pasha			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l10	6	Mí̥sr	Mısr	0	Mí̥sr	Mısr	misr	Egypt			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l10	7	h̔et,	'hêt	0	h̔et	'hêt	het	to			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l10	8	té̱mene	temênê	0	té̱mene	temênê	temene	greeting			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l10	9	kerd.	kêrd	0	kerd	kêrd	kerd	did			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l10	10	Pa-	Pa	0	Pa	Pa	pa	to			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	0	šai	şay	0	šai	şay	sai	pasha			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	1	Mí̥sri	Mısri	0	Mí̥sri	Mısri	misri	Egypt			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	2	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	3	ke	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	4	lú’era:	luêra	0	lú’e	luê	lue	fox			medium	Contextual ra split; function checked against project ra conventions.
Mährchen von dem Müller und Fuchs	mf02_l11	4	lú’era:	luêra	1	ra	ra	ra	RECIP	postposition	case_or_relation=contextual	medium	Muller 1865, ZGP-0336; project glossing_conventions.tsv keeps ra contextual.
Mährchen von dem Müller und Fuchs	mf02_l11	5	dé̱rdi	derdi	0	dé̱rdi	derdi	derdi	worry, sorrow			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	6	tu	tu	0	tu	tu	tu	you			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	7	t̮yu,	çyu	0	t̮yu	çyu	tyu	what			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	8	mí̥ri	mıri	0	mí̥ri	mıri	miri	to me			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	9	vā́d̮e.	vacê	0	vā́d̮e	vacê	vade	say			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	10	Lú’e	Luê	0	Lú’e	Luê	lue	fox			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	11	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l11	12	ke:	kê	0	ke	kê	ke	that			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l12	0	eféndim:	êfêndim	0	eféndim	êfêndim	efendim	my lord			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l12	1	ī́zmi	izmi	0	ī́zmi	izmi	izmi	permission			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l12	2	me	mê	0	me	mê	me	me			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l12	3	bi̥dé,	bıdê	0	bi̥	bi	bi-	CONJ/FUT	prefix	mood=conjunctive;tense=future	high	Muller 1865, ZGP-0361 conjunctive/future bi- prefix.
Mährchen von dem Müller und Fuchs	mf02_l12	3	bi̥dé,	bıdê	1	dé	dê	de	give			high	Muller 1865, ZGP-0361 conjunctive/future bi- prefix.
Mährchen von dem Müller und Fuchs	mf02_l12	4	e̱z	ez	0	e̱z	ez	ez	I			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l12	5	túeri	twêri	0	túe	twê	tue	2SG.OBL			high	Muller 1865, ZGP-0337-ZGP-0339 ri/ru/-i object or goal material.
Mährchen von dem Müller und Fuchs	mf02_l12	5	túeri	twêri	1	ri	ri	ri	GOAL/RECIP	case/postposition	relation=goal_or_recipient	high	Muller 1865, ZGP-0337-ZGP-0339 ri/ru/-i object or goal material.
Mährchen von dem Müller und Fuchs	mf02_l12	6	vā́d̮a.	vaca	0	vā́d̮a	vaca	vada	say			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l12	7	Pašaí	Paşay	0	Pašaí	Paşay	pasai	pasha			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l12	8	Mi̥sri	Mısri	0	Mi̥sri	Mısri	misri	Egypt			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l12	9	ī́zmi	izmi	0	ī́zmi	izmi	izmi	permission			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l12	10	lú’e	luê	0	lú’e	luê	lue	fox			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l12	11	dā.	da	0	dā	da	da	gave			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l13	0	Lú’e	Luê	0	Lú’e	Luê	lue	fox			unsplit	Current word-level token gloss; no confident internal split applied.
Mährchen von dem Müller und Fuchs	mf02_l13	1	vā	va	0	vā	va	va	said			unsplit	Current word-level token gloss; no confident internal split applied.
